真实值,预测值
85.31000131368639,85.92579694271089
86.07999911308289,86.15444028615953
86.23999906063081,85.25817978382112
86.10000040531159,86.2310530281067
86.48999962806703,85.70776207685472
85.83999919176102,85.60495543479921
86.64999957561494,85.87256752967835
86.95999882459641,87.7327500486374
85.98999849319459,86.07699632167817
83.34999935865403,85.83619634866716
84.20999777793885,83.84350137233736
84.52000222206117,83.96507286310197
84.44000224828721,84.74637009382249
84.47999963760377,85.02639857530595
84.37999837160112,85.59129221439363
84.3099990439415,84.2750669169426
84.70999891281129,84.24313238620759
84.39999966382982,84.86884034395219
84.65000023126603,84.60125941991807
84.50000092983247,84.40677932262422
83.96000240564348,84.57847872734071
83.39000194311143,83.94374161481858
83.72999793529512,83.14417307376863
83.10999943733216,83.45386061429978
82.78999954223634,82.98271329164506
81.48999866962434,82.61976516723634
83.07000204801561,81.87668858766557
81.36000066041947,82.77674673795701
81.46000192642212,82.31273753881456
82.97000078201295,83.43040974855424
84.94999883413315,83.7869730448723
80.89000146389009,83.84951734542848
80.29999970912934,81.66743350982667
80.4299977183342,79.40141178369522
79.45000193595887,80.65296796798707
79.32999937772752,79.53708808183671
78.41000227689744,79.18122612953186
79.13999749183655,78.407441072464
79.13000204086305,78.86771496534348
78.34999840021135,78.77715846538544
78.4299983739853,79.26262879133226
78.32000165700913,78.18387857675553
77.47999933481218,78.65079185962678
78.73000217199326,77.46099031448365
77.88999984979631,78.14226030349732
77.52000191926957,78.30637480258943
77.85999791145326,77.44482303619385
78.31000101089478,78.0254891228676
77.29999809503556,77.97841595172883
77.25000005960466,77.21814345598222
77.02000078439714,78.31368436574937
79.38999805927277,78.37847296714784
77.04000207662584,77.81919008016587
75.36999807834626,76.90163989067078
75.58000125646592,75.45688680887223
75.58000125646592,76.18891851902009
76.48999771118164,76.25646054506304
75.36999807834626,76.22511306524278
75.32000004291535,75.84596129655839
75.09000076770783,75.52927070617676
76.78000086307527,75.32757455825806
76.78000086307527,76.85618240833283
75.22999942302705,75.5450795197487
74.770000872612,75.50474964141847
76.24999778985978,74.90997355222703
75.10000141382218,75.33989223718645
75.3799987244606,74.98657070875169
74.01999917030335,74.79285949230194
75.38999937057496,75.14398867130281
76.67999959707261,75.77827380657197
72.46000227928162,76.24370127916337
69.01999821186067,72.77246922016144
69.5899986743927,68.3535655450821
68.68000221967698,69.11965140342713
72.44000098705293,70.64597858667375
72.80999891757966,73.368014190197
69.90999856948854,73.07815130710603
69.97000244617463,69.95440663337709
69.19999945163728,69.04022809028626
68.81000022888185,70.03825620651246
69.71000123262407,68.64427523612977
69.4299987268448,68.70851315259934
68.1299978542328,68.7081027364731
68.35000167846681,67.7099811077118
69.15000141620636,69.49030392169954
70.62999833345414,70.0407914352417
69.5899986743927,70.30015364646913
68.60000224590303,69.67986422061921
68.2199984741211,68.51081206798554
69.4700013113022,69.09589402437211
67.53000064849854,68.42631310224535
66.54999967098237,67.1006170630455
65.48999871969224,66.60106790542604
65.73999928712846,64.9142680168152
65.21000140905382,65.95698473453523
70.43000099658967,67.1200105237961
66.78999959230424,69.99550539255144
65.0099988770485,65.78702570199967
65.14999753236772,66.71615066528321
65.40999874591829,65.28360616445542
64.60999900817872,65.79880308628083
67.90999922513963,65.43436915159226
65.31999812602997,67.59970385313035
65.0300001692772,66.14328768014909
66.03999788999559,64.75821637630463
65.0099988770485,66.71361024141312
65.0300001692772,64.51028867006303
64.24000107765198,63.674406094551095
64.51999838829042,64.80579867124558
64.74999766349794,64.84615972042084
64.67999833583832,64.14993292093278
64.48000099897385,64.7246245956421
64.55000032663347,64.64941973686219
64.66000223875047,64.48519613981247
64.50000229120255,64.4498899626732
64.16000110387803,64.54743912220002
64.02999789953233,64.91012229442597
66.58000160932542,64.70461810827256
64.01000180244446,66.08755420923234
64.12999916553498,64.03614375114442
64.12999916553498,63.803261172771464
65.66999995946885,64.92472583532334
65.30000202894212,66.16751781702042
64.15000045776368,64.3591100716591
64.17000174999238,64.5587749195099
64.2899991130829,64.75509929180146
68.0799998188019,65.08507385730744
65.48999871969224,68.3739045214653
64.97000148773193,64.91089637041092
65.0799982047081,64.87083144426347
60.569997735023506,64.7022023677826
64.4200023174286,61.63634714841844
64.2699978208542,63.409048690795906
64.52999903440477,64.09166422128678
66.59999770641328,65.0729483985901
64.21999978542328,64.88336731910707
64.58999771595002,65.3486649131775
64.81000154018403,64.40550787448883
63.990000510215765,64.9282585310936
64.13999981164933,64.8585293507576
63.43000069379807,62.777615687847145
64.15000045776368,64.4103185749054
66.13999915599824,64.99795654058457
66.74000155687332,65.38122286081315
64.99999823093415,67.1390455198288
65.29000138282777,64.9829633641243
65.49999936580659,65.66085131645204
64.52999903440477,65.1744094991684
65.30999747991562,64.27917763471604
65.85000119924545,65.42318920850755
66.16000044822694,65.88239290237428
66.89000085830689,66.90247958660126
66.89000085830689,67.00871502161027
66.17000109434129,66.70603572607041
64.36999908685685,65.59447300195694
66.22999977588654,65.09939686059953
66.05999918222429,66.6064968276024
66.74000155687332,67.3804741048813
67.31999747037888,67.3867030787468
65.49999936580659,66.26793469429018
67.15999752283098,65.19112226724626
65.57999933958054,67.44789664268494
65.55999804735184,65.60888951778412
65.6599993133545,65.1050283932686
65.33999941825867,64.74893785476685
65.13000143527985,65.33068972587586
65.33999941825867,65.20559592962266
67.23000204563142,65.96091745615006
64.66000223875047,67.20591217756272
66.02000179290772,64.15227073431016
64.71000027418137,65.30002800464631
64.71000027418137,65.33216514587403
66.37999907732011,65.72700104475022
65.54000195026399,65.88571779251099
65.14999753236772,65.08019562005998
65.21000140905382,65.6815331721306
66.38999972343446,65.48144232273103
66.77999894618989,66.93673634529115
64.90999761104584,65.28125276565552
65.01999952316285,65.22202296495439
64.88000086784363,64.84419076204301
67.66999930381776,65.32810254573823
64.85999957561494,68.35932695627213
64.89000151395798,64.14472738981247
64.04999919176103,64.43409673452378
64.71000027418137,65.46967013359071
63.7099980044365,64.9365291953087
65.22000205516817,62.50201866149903
64.03999854564668,64.2911160683632
63.379997463226324,64.05100185394288
